clave,insumo,familia,subfamilia,unidad
24405,LENTES,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
7967,LETRERO DE VINIL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
21592,LEVANTADOR DE AUTOS,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
3664,LIBRERO DE MADERA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
20197,LIBRO ALCOHOLICOS ANONIMOS,PAPELERIA OPERATIVA,OCEANICA,PIEZAS
20207,LIBRO COMEDORES COMPULSIVOS,PAPELERIA OPERATIVA,OCEANICA,PIEZAS
20195,LIBRO NARCOTICOS ANONIMOS,PAPELERIA OPERATIVA,OCEANICA,PIEZAS
20206,LIBRO REFLEXIONES COMEDORES,PAPELERIA OPERATIVA,OCEANICA,PIEZAS
20194,LIBRO VIVIENDO SOBRIO,PAPELERIA OPERATIVA,OCEANICA,PIEZAS
33599,LIBROS DE ANSPAC,Gastos diversos,Varios (Gastos Diversos),UNIDADES
31561,LICUADORA,Cocina,Accesorios,PIEZAS
34211,LIGA TERMOSTATO,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
16825,LIGAS DE PRECAMARA,Herramientas y Utiles,Accesorios,PIEZAS
24417,LIJADORA ORBITAL,Ferreteria,lija,PIEZAS
18021,LIMA REDONDA BASTARDA,Herramientas y Utiles,Limas,PIEZAS
18022,LIMA REDONDA MUZA,Herramientas y Utiles,Limas,PIEZAS
931,LIMATON,Herramientas y Utiles,Manuales,PIEZAS
29097,LIMPIA BOQUILLAS,Herramientas y Utiles,Manuales,PIEZAS
4749,LIMPIA CARBURADOR,Gastos diversos,Varios (Gastos Diversos),PIEZAS
27428,LIMPIADOR DE RINES,Gastos diversos,Varios (Gastos Diversos),LITROS
5290,LIMPIADOR DIELECTRICO,Equipo de Transporte,sistema electrico,PIEZAS
34727,LIMPIADOR ULTRASONICO,Equipo de Computo,Accesorios de cómputo,PIEZAS
2053,LIMPIAPARABRISAS,Equipo de Transporte,Limpiabrisas,PIEZAS
10217,LINEA DE COMBUSTIBLE,Equipo de Transporte,Sistema de Motor,PIEZAS
16009,LINEA DE CONDENSADO,Plomeria,Plomeria,PIEZAS
16071,LINEA DE GAS,Material Electrico,Tubos,METROS
10033,LINEA DE SEGURIDAD,Equipo de seguridad terrestre,Equipo de Proteccion Personal,PIEZAS
15975,LINEA DE VAPOR,Maquinaria y Equipo,Equipos varios,PIEZAS
5815,LINEA DE VIDA,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
21988,LINEA REFRIGERANTE,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
10714,LINEAS DE INYECCION,Equipo de Transporte,Sistema de Motor,PIEZAS
937,LINTERNA DE MANO,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
1563,LLANTA SECCIONADA,Equipo de Transporte,Llantas,PIEZAS
17268,LLANTA TREN PRINCIPAL,Equipo de Transporte,Llantas,PIEZAS
6186,LLAVE AJUSTABLE CROMADA,Herramientas y Utiles,Manuales,PIEZAS
6415,LLAVE ANGULAR,Herramientas y Utiles,Manuales,PIEZAS
14673,LLAVE DE ARTILLERIA,Herramientas y Utiles,Manuales,PIEZAS
4760,LLAVE DE EXTENSION,Herramientas y Utiles,Manuales,PIEZAS
32239,LLAVE DE LABORATORIO,Equipo de Laboratorio,Material de laboratorio,PIEZAS
4241,LLAVE DE PLOMERO,Herramientas y Utiles,Manuales,PIEZAS
3155,LLAVERO IDENTIFICADOR,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
20473,LLAVERO MANOS ORANDO,Gastos diversos,OCEANICA,PIEZAS
29103,LOCKER METALICO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
33956,LOGOTIPO SCANIA,Equipo de Transporte,Accesorios,PIEZAS
3433,LONA,Ferreteria,Varios,PIEZAS
10002,LOSETA,Ferreteria,Varios,PIEZAS
4280,LOTE DE TORNILLERIA,Equipo de Transporte,Sistema de carroceria,PAQUETES
19342,LOZETA,Ferreteria,Construccion,PIEZAS
13504,LUBRICADORES,Ferreteria,Varios,PIEZAS
6494,LUCES ARQUITECTONICAS,Material Electrico,Iluminación,PIEZAS
16890,LUCES DE ATERRIZAJE,Herramientas y Utiles,Accesorios,PIEZAS
32920,LUCES LED,Equipo electrónico,Accesorios,PIEZAS
23604,LUMINARIA,Material Electrico,Iluminación,PIEZAS
25913,LÁMPARA BOLSILLO,Herramientas y Utiles,Accesorios,PIEZAS
25890,LÁMPARA HAZ DIRECCIONABLE,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
23644,MACETA,Herramientas y Utiles,Accesorios,PIEZAS
14687,MAIN BEARING STD,Plomeria,Conexión rapida,PIEZAS
24437,MAKEY MAKEY,Herramientas y Utiles,Accesorios,PIEZAS
15874,MALETIN PRIMEROS AUXILIOS,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
28034,MALLA ANTIGRAVILLA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
31274,MALLA DE COCO,Ferreteria,Ferreteria,ROLLOS
10300,MALLA ELECTROSOLDADA,Ferreteria,Varios,METROS
34625,MALLA MATACHISPAS,Equipo de Transporte,Accesorios,PIEZAS
15903,MALLA SOMBRA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
33425,MAMOGRAFIA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
16140,MANERAL DE CRUZ,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
16138,MANERAL DE FUERZA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
28051,MANERAL SOLO BRONCE,Herramientas y Utiles,Llaves,PIEZAS
25133,MANERAL TELESCOPICO TUBO,Ferreteria,Varios,PIEZAS
15934,MANGAS DE CARNAZA,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
34209,MANGUERA CALENTADOR,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
27790,MANGUERA DE ADMISION,Equipo de Transporte,Sistema de Aire,PIEZAS
34208,MANGUERA DE CALEFACCION,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
34207,MANGUERA DEPOSITO EGR,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
27031,MANGUERA INYECTOR DEF,Equipo de Transporte,Sistema de Motor,PIEZAS
29776,MANGUERA LIQUIDA A/C,Equipo de Transporte,Sistema de Aire,PIEZAS
987,MANGUERA OXICORTE,Conexiones Rapidas,Mangueras,PIEZAS
2373,MANGUERA POLYFLO,Conexiones Rapidas,Mangueras,PIEZAS
34206,MANGUERA SUPERIOR RADIADOR,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
34210,MANGUERA TEMPERATURA,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
16008,MANIFOLD DE VAPOR,Maquinaria y Equipo,Equipos varios,PIEZAS
7400,MANIJA EXTERIOR,Equipo de Transporte,Accesorios,PIEZAS
19698,MANIQUI CABALLERO COMPLETO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
10874,MANIVELA,Equipo de Transporte,Sistema chasis,PIEZAS
1001,MANOMETRO,Herramientas y Utiles,Manometros,PIEZAS
27681,MANOS LIBRES,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
14048,MANTA CONTRA INCENDIO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
3496,MAQUINA DE SOLDAR,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
26241,MARACAS,Gastos diversos,Consumibles,PIEZAS
2323,MARCADOR DE LLANTAS,Equipo de Transporte,"Sistema de llantas, cámaras y corbatas",PIEZAS
33538,MARCADOR DE TEMPERATURA,Equipo de Transporte,Sistema de Motor,PIEZAS
10457,MARCADOR VELOCIMETRO,Equipo de Transporte,sistema electrico,PIEZAS
29509,MARRO,Herramientas y Utiles,Manuales,PIEZAS
14206,MARTILLO DE DEMOLICION,Maquinaria y Equipo,Equipos varios,PIEZAS
25116,MARTILLO NEUROLOGICO,Herramientas y Utiles,Accesorios,PIEZAS
25893,MARTILLO PERCUSOR,Herramientas y Utiles,Accesorios,PIEZAS
14161,MARTILLO ROTATIVO,Herramientas y Utiles,Martillos,PIEZAS
19264,MASTIL DE ACERO,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
27322,MATACHISPAS,Equipo de Transporte,Sistema chasis,PIEZAS
16193,MATAMOSCA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
4401,MATERIALES DIVERSOS,Equipo de Transporte,Sistema General,PAQUETES
27679,MATERIALES Y ACCESORIOS,Equipo de Transporte,Sistema General,PAQUETES
27825,MATRACES KJELDAHL,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
23285,MATRAZ AFORADO,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
24456,MATRÍZ DE LED,Ferreteria,Varios,PIEZAS
14737,MAZA RUEDA DELANTERA,Equipo de Transporte,Sistema de Suspension,PIEZAS
30396,MECATE DE IXTLE,Gastos diversos,Varios (Gastos Diversos),METROS
31829,MEDIDOR DE AGUA,Ferreteria,Ferreteria,PIEZAS
23278,MEDIDOR DE OCTANAJE,Maquinaria y Equipo,Equipos de Medición,PIEZAS
3320,MEDIDOR KI,Maquinaria y Equipo,Equipos de Medición,PIEZAS
16916,MEGATON ROMPEHIELO,Herramientas y Utiles,Accesorios,PIEZAS
17296,MEMBRANA DESALINADORA,Herramientas y Utiles,Accesorios,PIEZAS
819,MEMORIA RAM,Equipo de Computo,Accesorios de cómputo,PIEZAS
16134,MESA BANCA,Herramientas y Utiles,Accesorios,PIEZAS
29395,MESA COMEDOR,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
21687,MESA DE CENTRO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
23669,MESA DE CURACIONES,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
23671,MESA DE EXPLORACIÓN,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2234,MESA DE MADERA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
6431,MESA DE METAL,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
25427,MESA DRUM STORAGE,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
27937,MESA INDIVIDUAL,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
15025,MESA MULTIUSOS,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
28323,MESA PERIQUERA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
27299,METAL DETECTOR BRAND,Herramientas y Utiles,Accesorios,PIEZAS
22672,METALES DE BANCADA,Equipo de Transporte,Sistema de Motor,PIEZAS
15218,METALES DE BIELA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
29353,METATE DE PIEDRA,Cocina,Loza y Cristaleria,PIEZAS
14830,METIL ETIL CETONA,Gastos diversos,Varios (Gastos Diversos),LITROS
10556,MEZCLADORA DE AUDIO,Gastos diversos,Audio,PIEZAS
27921,MICRO BLAZE OUT,Gastos diversos,Varios (Gastos Diversos),PIEZAS
3824,MICRO DE PARO,Equipo de Transporte,"Sistema de llantas, cámaras y corbatas",PIEZAS
32212,MICRO SWITCH FREIGTHLINER,Equipo de Transporte,sistema electrico,PIEZAS
31539,MICROCHIP DE EMBRAGUE,Equipo de Transporte,Sistema de Cluth,PIEZAS
25668,MICROCHIP PROTOCOLO FDX-B,Herramientas y Utiles,Accesorios,PIEZAS
32494,MICROCONTROLADOR,Equipo electrónico,Accesorios,PIEZAS
19452,MICROESFERA REFLEJANTE,Ferreteria,Varios,SACOS
13548,MICROFONO CB,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
7090,MICROFONO DE MANO,Gastos diversos,Audio,PIEZAS
26245,MICROFONOS INALAMBRICOS,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
24849,MICROSCOPIO BINOCULAR,Herramientas y Utiles,Manuales,PIEZAS
24478,MICROSCOPIO USB,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
10108,MICROSWITCH FESTO,Equipo de Transporte,Sistema de Descarga de Producto,PIEZAS
21277,MICRÓFONO ALÁMBRICO,Equipo de Computo,Accesorios Comunicaciones,UNIDADES
24472,MICRÓFONO ELECTRET,Herramientas y Utiles,Accesorios,PIEZAS
16498,MINGITORIO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
3680,MINI PC,Equipo de Computo,Equipo de cómputo,PIEZAS
9704,MINI-PINZA PASA CORRIENTE,Herramientas y Utiles,Manuales,PIEZAS
24125,MINI-TRUCK ELECTRICA,NEGOCIOS RENOVABLES,VEHICULOS ELECTRICOS,PIEZAS
2007,MINICORTADORA,Herramientas y Utiles,Electricas,PIEZAS
15775,MIRILLA DE ACRILICO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15773,MIRILLA DE CRISTAL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
13582,MIRILLA HEXAGONAL,Ferreteria,Varios,PIEZAS
29157,MOCHILA LOGO FODEN,Gastos diversos,FODEN,PIEZAS
1042,MOCHILA PROMOCIONAL REDPETROIL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
2259,MODEM,Equipo de Computo,Accesorios Redes,PIEZAS
29243,MODULO BHM,Equipo de Transporte,sistema electrico,PIEZAS
31443,MODULO CECU KW,Equipo de Transporte,sistema electrico,PIEZAS
27436,MODULO CPC,Herramientas y Utiles,Accesorios,PIEZAS
32437,MODULO DE COMBUSTIBLE,Equipo de Transporte,sistema electrico,PIEZAS
15789,MODULO DE MEDICION,Maquinaria y Equipo,Equipos de Medición,PIEZAS
28654,MODULO DE VENTA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
6229,MODULO ECM,Gastos diversos,Varios (Gastos Diversos),PIEZAS
29536,MODULO INTERACTIVO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
30840,MODULO PNBD,Equipo de Transporte,sistema electrico,PIEZAS
10458,MODULO PNDB,Equipo de Transporte,sistema electrico,PIEZAS
14221,MODULO RECEPTOR,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
10067,MODULO RELOJ,Equipo de Transporte,TRANSMISIONES,PIEZAS
11933,MODULO VCU,Equipo de Transporte,sistema electrico,PIEZAS
33569,MODULO VPDM,Equipo de Transporte,Accesorios,PIEZAS
32773,MODULO VRDU,Equipo de Transporte,sistema electrico,PIEZAS
17049,MOLEDORA DE CARNE,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
16013,MOLINO,Herramientas y Utiles,Accesorios,PIEZAS
1085,MONITOR,Equipo de Computo,Equipo de cómputo,PIEZAS
16792,MONTACARGA,Equipo de Transporte,Utilitarios,PIEZAS
13946,MORTERO,Ferreteria,Varios,TONELADAS
15786,MOTOBOMBA,Herramientas y Utiles,Bombas,PIEZAS
1048,MOTOCICLETA,Equipo de Transporte,Utilitarios,UNIDADES
2164,MOTOR DE ARRANQUE,Maquinaria y Equipo,Motores,PIEZAS
4923,MOTOR DE DIESEL,Maquinaria y Equipo,Motores,PIEZAS
33918,MOTOR LIMPIAPARABRISAS,Equipo de Transporte,Accesorios,PIEZAS
33711,MOTOR MECANISMO LIMPIAPARABRISAS,Equipo de Transporte,Accesorios,PIEZAS
12072,MOTOR RECONSTRUIDO,Equipo de Transporte,Sistema de Motor,PIEZAS
14336,MOTOR REDUCTOR,Maquinaria y Equipo,Motores,PIEZAS
16004,MOTOR REGULADOR,Maquinaria y Equipo,Motores,PIEZAS
3892,MOTOR REMOLQUE THERMOKING,Maquinaria y Equipo,Motores,PIEZAS
3893,MOTOR REMOLQUE TRANSICOLD,Maquinaria y Equipo,Motores,PIEZAS
24484,MOTOR SHIELD,Herramientas y Utiles,Accesorios,PIEZAS
16061,MOTOR SOPLADOR,Maquinaria y Equipo,Motores,PIEZAS
15984,MOTOR TRIFASICO,Maquinaria y Equipo,Motores,PIEZAS
24485,MOTORES VIBRADORES,Herramientas y Utiles,Accesorios,PIEZAS
2580,MOTOVENTILADOR,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
1056,MOUSE ALAMBRICO,Equipo de Computo,Accesorios de cómputo,PIEZAS
2059,MOUSE INALAMBRICO,Equipo de Computo,Accesorios de cómputo,PIEZAS
6412,MUEBLE DE MADERA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
29169,MUEBLE DE RECEPCION,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
18681,MUELLE CORTA,Equipo de Transporte,Sistema chasis,PIEZAS
34338,MUELLE CUARTA,Equipo de Transporte,Sistema de Suspension,PIEZAS
28246,MUELLE SEGUNDA,Equipo de Transporte,Sistema de Suspension,PIEZAS
34337,MUELLE TERCERA,Equipo de Transporte,Sistema de Suspension,PIEZAS
18680,MUELLES PRINCIPAL,Equipo de Transporte,Sistema chasis,PIEZAS
26377,MUESTREADOR,Herramientas y Utiles,Manuales,PIEZAS
23704,MULETAS AXILARES,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
24486,MULTICONTACTO INDUSTRIAL,Ferreteria,Varios,PIEZAS
24487,MULTÍMETROS,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
2227,MÁQUINA ENMICADORA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
31294,MÁQUINA EXPENDEDORA SNACKS/BEBIDAS,Mobiliario y equipo,Mobiliario y equipo,UNIDADES
12663,NAVAJA SUIZA SENTINEL,Herramientas y Utiles,Navajas,PIEZAS
26190,NEBULIZADOR,Herramientas y Utiles,Accesorios,PIEZAS
23674,NEGATOSCOPIO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2626,NEVERA,Herramientas y Utiles,Accesorios,PIEZAS
3924,NIPLE BOTELLA,Equipo de Transporte,Carga y descarga de producto,PIEZAS
10106,NIPLE PUSH,Equipo de Transporte,Carga y descarga de producto,PIEZAS
16145,NIVEL,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
1077,NO BREAK,Equipo de Computo,Accesorios de cómputo,PIEZAS
11460,NO ESTACIONARSE,Equipo de Seguridad,Señalamientos,PIEZAS
2301,NOBREAK,Equipo de Computo,Equipo de cómputo,PIEZAS
21975,NOZZLE DE PORCELANA,Ferreteria,Varios,PIEZAS
3214,OFICINA MOVIL,Mobiliario y equipo,Mobiliario y equipo,UNIDADES
15889,OIL SEAL,Herramientas y Utiles,Empaques,PIEZAS
27500,OIL SEDMENT TANK,Herramientas y Utiles,Accesorios,PIEZAS
29229,OJOS MOVILES,Gastos diversos,Varios (Gastos Diversos),PIEZAS
24490,ON/OFF DE DESPLAZAMIENTO,Herramientas y Utiles,Accesorios,PIEZAS
22462,OPTIC PLUG ORANGE,Herramientas y Utiles,Accesorios,PIEZAS
26494,ORCA DE PELUCHE,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15776,OREJERAS AUDITIVAS,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
29040,ORGANIZADOR BAR POLIPROPILENO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
708,ORGANIZADOR HORIZONTAL,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
9527,ORGANIZADOR RECTANGULAR,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
709,ORGANIZADOR VERTICAL,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
33958,OSPHO SOLUCION,Ferreteria,Ferreteria,GALONES
1083,OXICORTE,Herramientas y Utiles,Manuales,PIEZAS
21614,PABILO,Ferreteria,Varios,PIEZAS
4887,PALANCA DE DIRECCIONALES,Equipo de Transporte,sistema electrico,PIEZAS
7199,PALANCA DE MECANISMO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
24494,PALITOS DE BROCHETA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
17077,PALMA KERPIS,Ferreteria,Jardineria,PIEZAS
31019,PANEL DE REJILLAS,Equipo de Comunicación,Accesorios Comunicaciones,Uno
16680,PANEL LED,Material Electrico,Iluminación,PIEZAS
24496,PANEL RANURADO MONTADO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
21991,PANEL SOLAR,Herramientas y Utiles,Accesorios,PIEZAS
10605,PANTALLA DE PROYECCION,Gastos diversos,Audio,PIEZAS
3558,PANTALLA DISPENSARIO,Herramientas y Utiles,Accesorios,PIEZAS
28375,PANTALLA INTERACTIVA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
6342,PANTALLA SMART TV,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
10713,PAPEL ARENADO,Ferreteria,Consumibles,METROS
10881,PAPEL FELPA,Ferreteria,Consumibles,PIEZAS
20306,PARAGUA REDPETROIL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
23835,PARCHE BUPRENORFINA,Herramientas y Utiles,Accesorios,PIEZAS
3683,PARCHE TIP TOP,Equipo de Transporte,Llantas,PIEZAS
28942,PARRILLA DE CARBON,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
29594,PASO INTERRUPTOR MULTIPLE,Equipo de Transporte,Sistema de Aire,PIEZAS
30732,PASTA AUTOMOTRIZ,Gastos diversos,Varios (Gastos Diversos),LITROS
12901,PASTO ARTIFICIAL M²,Gastos diversos,Varios (Gastos Diversos),METROS
17076,PASTO BERMUDA,Ferreteria,Jardineria,PIEZAS
1098,PATCH PANEL,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
13604,PATIN HIDRAULICO INDUSTRIAL,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
23284,PCA LOCK,Herramientas y Utiles,Accesorios,PIEZAS
31241,PCA PRETORNOS,Maquinaria y Equipo,Insumos Dispensarios,PIEZAS
6149,PEDAL ACELERADOR,Gastos diversos,Varios (Gastos Diversos),PIEZAS
11721,PEDAL DE CLUTCH,Equipo de Transporte,Sistema de Cluth,PIEZAS
18131,PEDESTAL ANTIGUO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
22051,PEDESTAL DE CEMENTADO,Herramientas y Utiles,Accesorios,PIEZAS
22721,PELADOR VERDURAS VICTORINOX,Cocina,Utensilios,PIEZAS
3685,PERCHA INTRAAX,Equipo de Transporte,Sistema chasis,PIEZAS
19326,PERCHERO DE PARED,Ferreteria,Varios,PIEZAS
26583,PERFIL NEXT-RAIL,NEGOCIOS RENOVABLES,PANALES SOLARES,PIEZAS
25687,PERIODICO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
13897,PERNO DE BALANCIN,Equipo de Transporte,Sistema de Suspension,PIEZAS
28627,PERNO REY HOLLAND,Equipo de Transporte,Sistema de carroceria,PIEZAS
2411,PERNO ROSCADO,Material Electrico,Tuercas,PIEZAS
9708,PERSIANAS,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
10151,PERTIGA,Herramientas y Utiles,Manuales,PIEZAS
17252,PESCADO CONGELADO,Gastos diversos,Varios (Gastos Diversos),KILOS
15794,PETATILLO,Gastos diversos,Varios (Gastos Diversos),KILOS
5079,PETROCIDA,Gastos diversos,Varios (Gastos Diversos),LITROS
33114,PH PROBE & SUPPORT,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
21790,PIANO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
18947,PIEDRA BOLA,Ferreteria,Construccion,METROS
14163,PIEDRA DE AFILAR,Herramientas y Utiles,Accesorio,PIEZAS
16744,PIEDRA ESTANDAR,Herramientas y Utiles,Accesorios,PIEZAS
29267,PIEDRA LAJA,Ferreteria,Construccion,METROS
21602,PIEDRA POMEX,Herramientas y Utiles,Accesorios,PIEZAS
26084,PIEDRAS DE ACRILICO,Gastos diversos,Consumibles,PIEZAS
33859,PIERNA TRIFUNCIONAL,Equipo de Transporte,Sistema de Suspension,PIEZAS
20474,PIN DE CAMELLO,Gastos diversos,OCEANICA,PIEZAS
14217,PINES HEMBRA,Ferreteria,Varios,PIEZAS
11567,PINES MACHO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
25897,PINZA CURVA,Herramientas y Utiles,Accesorios,PIEZAS
25934,PINZA DE ANILLOS,Herramientas y Utiles,Accesorios,PIEZAS
2073,PINZA DE PRESION,Herramientas,Manuales,PIEZAS
1139,PINZA DE PUNTA,Herramientas y Utiles,Manuales,PIEZAS
4205,PINZA ELECTRICAS,Herramientas y Utiles,Manuales,PIEZAS
21809,PINZA HERPETOLOGICA,Ferreteria,Varios,PIEZAS
1141,PINZA MECANICA,Herramientas,Manuales,PIEZAS
1142,PINZA MICROCORTE,Herramientas y Utiles,Manuales,PIEZAS
1144,PINZA PELA CABLE,Herramientas y Utiles,Manuales,PIEZAS
1145,PINZA PERRA,Herramientas y Utiles,Manuales,PIEZAS
24516,PINZA PUNTA LARGA,Herramientas y Utiles,Pinzas,PIEZAS
4822,PINZA QUITA FILTROS,Herramientas y Utiles,Manuales,PIEZAS
3077,PINZAS DE CORTE,Herramientas y Utiles,Manuales,PIEZAS
11665,PINZAS PELACABLES,Herramientas y Utiles,Manuales,PIEZAS
26225,PINZAS PONCHADORAS,Herramientas y Utiles,Pinzas,PIEZAS
10448,PIOLA NYLON TRENSADA,Ferreteria,Insumos,KILOS
1150,PIQUETA,Herramientas y Utiles,Manuales,PIEZAS
4757,PISTOLA CALAFATEADORA REFORZADA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
11615,PISTOLA DE CALOR,Herramientas y Utiles,Accesorios,PIEZAS
16158,PISTOLA DE IMPACTO,Herramientas y Utiles,Pistolas,PIEZAS
17473,PISTOLA ENGRAPADORA MANUAL,Ferreteria,Varios,PIEZAS
15725,PISTOLA ENGRASADORA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
12245,PISTOLA HAMMER TAG,Herramientas y Utiles,Accesorios,PIEZAS
11301,PISTOLA LANZA SEÑALES,Herramientas y Utiles,Accesorios,PIEZAS
30056,PIVOTE,Equipo de Transporte,Llantas,PIEZAS
2198,PIZARRON / CORCHO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
21336,PIZARRON DE CORCHO,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
1153,PIZARRON MIXTO,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
30516,PLACA DE ACRILICO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
33482,PLACA DOS SUJECIONES,Equipo de Transporte,Accesorios,PIEZAS
16185,PLACA PARA/MUESTRA PEQUEÑA,Material Electrico,Iluminación,PIEZAS
24523,PLACA PCB,Herramientas y Utiles,Accesorios,PIEZAS
24524,PLACA PERFORADA PCB,Herramientas y Utiles,Accesorios,PIEZAS
33481,PLACA TRES SUJECIONES,Equipo de Transporte,Accesorios,PIEZAS
5420,PLAFON,Equipo de Transporte,sistema electrico,PIEZAS
24525,PLANCHA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
3246,PLANTA,Gastos diversos,Plantas,PIEZAS
16132,PLATAFORMA MOVIL,Maquinaria y Equipo,Equipos varios,PIEZAS
34130,PLATO CALIENTE,Equipo de Laboratorio,Material de laboratorio,PIEZAS
31146,PLATO SINCRONIZADOR FULLER,Equipo de Transporte,Sistema Direccion,PIEZAS
31621,PLOMO RIN,Equipo de Transporte,Llantas,PIEZAS
24528,PLOTTER DE CORTE,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
29234,PLUMA DE DISTRIBUIDOR,Equipo de Transporte,Sistema de Motor,PIEZAS
32836,PLUMA LIMPIAPARABRISAS INTERNATIONAL,Equipo de Transporte,Accesorios,PIEZAS
34193,PLUMA LIMPIAPARABRISAS SCANIA,Equipo de Transporte,Accesorios,PIEZAS
2594,PODADORA,Herramientas y Utiles,Electricas,PIEZAS
2403,PODIO DE CONFERENCIA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
28165,PODIUM,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
9688,POLEA DE ALUMINIO,Equipo de Transporte,Sistema de Motor,PIEZAS
4041,POLEA LOCA MOTOR,Equipo de Transporte,Sistema de Motor,PIEZAS
